id,title,category,sub_category,caption,location,pages,description,keywords,dateNormalized,date,medium,size,creator,collection,provenance
TMI04050,Affidavit from Iowa,memorabilia,wattles investigation,,,,Aspersions on character; Affidavits from Carroll Iowa. Notarized document from F. H. Sinclair regarding character of Gurdon W. Wattles. References to G. C. Porter and A. W. Swender. 1 sheet previously folded in quarters.,,1897-12-01,1 December 1897,typescript,8 7/16 x 13 7/16 in.,"Sinclair, F. H.",Gurdon W. Wattles,Omaha Public Library
TMI04051,Affidavit from Iowa,memorabilia,wattles investigation,,,,Aspersions on character; Affidavits from Carroll Iowa. Notarized document regarding charcater of Gurdon W. Wattles. References to A. W. Swender. 1 sheet previously folded in quarters. ,,1897-12-06,6 December 1897,typescript,8 1/2 x 14 in.,"Powers, F. M.",Gurdon W. Wattles,Omaha Public Library
TMI04052,Affidavit from Iowa,memorabilia,wattles investigation,,,,"Aspersions on character; Affidavits from Carroll Iowa. Notarized document signed by multiple citizens of Carroll, Iowa, attest to Gurdon W. Wattles'  character.  References to A. W. Swender. 1 sheet previously folded in quarters with legal envelope.  ",,1897-12-06,6 December 1897,typescript,8 1/2 x 13 in.,"Wright, A. L.; Hungerford;  et. al.",Gurdon W. Wattles,Omaha Public Library
TMI04053,Affidavit from Iowa,memorabilia,wattles investigation,,,,Aspersions on character; Affidavits from Carroll Iowa. Notarized document in which E. M. Parsons attests attests to character of Gurdon W. Wattles. References A. W. Swender. 1 sheet previously folded in quarters. ,,1897-12-07,7 December 1897,typescript,8 3/8 x 13 7/16 in.,"Parsons, E. M.",Gurdon W. Wattles,Omaha Public Library
TMI04054,Affidavit from Iowa,memorabilia,wattles investigation,,,,Aspersions on character; Affidavits from Carroll Iowa. Notarized document in which Gus Johnson attests to character of Gurdon W. Wattles. References G. C. Porter. 1 sheet previously folded in quarters. ,,1897-12-10,10 December 1897,typescript,8 3/8 x 13 7/16 in.,"Johnson, Gus",Gurdon W. Wattles,Omaha Public Library
TMI04055,Affidavit from Iowa,memorabilia,wattles investigation,,,,"Aspersions on character; Affidavits from Carroll Iowa. Notarized document in which Charles F. Hamilton attests to the character of Chancey Wattles, during investigation into character of Gurdon W. Wattles. 1 sheet previously folded in quarters.",,1897-07-10,10 July 1898,typescript,8 7/16 x 13 7/16 in.,"Hamilton, Charles F.",Gurdon W. Wattles,Omaha Public Library
TMI04056,Affidavit from Iowa,memorabilia,wattles investigation,,,3,Aspersions on character; Affidavits from Carroll Iowa. Notarized document in which W. H. Mohr describes cases previously brought against Gurdon W. Wattles in court.  3 sheets previously folded in quarters.,,1897-02-10,10 February 1898,typescript,8 7/16 x 13 7/16 in.,"Mohr, W. H.",Gurdon W. Wattles,Omaha Public Library
TMI04057,Affidavit from Iowa,memorabilia,wattles investigation,,,21,"Aspersions on character; Affidavits from Carroll Iowa. Collection of documents sent during investigation of Gurdon W. Wattles by W. H. Mohr, referencing court cases involving A. W. Swender, and Leola May English, Leola. 1 sheet and attachment previously folded in quarters.",,,,typescript,8 7/16 x 13 15/16 in. Attachment 8 3/8 x 13 7/16,"Mohr, W. H.",Gurdon W. Wattles,Omaha Public Library
TMI04058,Affidavit from Iowa,memorabilia,wattles investigation,,,,"Aspersions on character; Affidavits from Carroll Iowa. Notarized document in which James Wattles attests to the character of his son, Gurdon W. Wattles. 1 sheet previously folded in quarters. ",,1897-12-13,13 December 1897,typescript,8 x 12 15/16 in.,"Wattles, James",Gurdon W. Wattles,Omaha Public Library
TMI04059,Affidavit from Iowa,memorabilia,wattles investigation,,,,"Aspersions on character; Affidavits from Carroll Iowa. Notarized document authored by C. L. Wattles, attesting to character of Gurdon W. Wattles. 1 sheet previously folded in quarters. ",,1898-07-10,10 July 1898,typescript,8 3/8 x 13 7/16 in.,"Wattles, C. L.",Gurdon W. Wattles,Omaha Public Library
TMI04060,Affidavit from Nebraska,memorabilia,wattles investigation,,,,Aspersions on character; Nebraska Affidavits. Notarized document authored by James H. Macomber attesting to character of Gurdown W. Wattles. References A. W. Swender. 1 sheet previously folded in quarters. ,,1897-11-24,24 November 1897,typescript,7 15/16 x 12 15/16 in.,"Macomber, James H.",Gurdon W. Wattles,Omaha Public Library
TMI04061,Affidavit from Nebraska,memorabilia,wattles investigation,,,,Aspersions on character; Nebraska Affidavits. Notarized document authored by John C. Engelman attesting to character of Gurdon W. Wattles. References A. W. Swender. 1 sheet previously folded in quarters. ,,1897-11-24,24 November 1897,typescript,7 15/16 x 12 15/16 in.,"Engelman, John C.",Gurdon W. Wattles,Omaha Public Library
TMI04062,Affidavit from Nebraska,memorabilia,wattles investigation,,,,Aspersions on character; Nebraska Affidavits. Notarized document authored by H. C. Brome attesting to character of Gurdon W. Wattles. References A. W.  Swender. 1 sheet previously folded in quarters.  ,,1897-11-24,24 November 1897,typescript,8 x 12 15/16 in.,"Engelman, John C.",Gurdon W. Wattles,Omaha Public Library
TMI04063,Affidavit from Nebraska,memorabilia,wattles investigation,,,3,Aspersions on character; Nebraska Affidavits. Notarized document authored by H. C. Brome attesting to character of Gurdon W. Wattles. References Frederick Planner. 1 copy previously folded in quarters with blue cover.  ,,1897-11-25,25 November 1897,typescript,8 x 12 7/8 in.,"Brome, H. C.",Gurdon W. Wattles,Omaha Public Library
TMI04064,Affidavit from Nebraska,memorabilia,wattles investigation,,,2,Aspersions on character; Nebraska Affidavits. Notarized document authored by James H. Macomber attesting to character of Gurdon W. Wattles. References Rochester Loan & Banking Co. and W. C. Gallaway. 2 sheets previously folded in quarters.,,1898-02-08,8 February 1898,typescript,8 x 12 15/16 in.,"Macomber, James H.",Gurdon W. Wattles,Omaha Public Library
TMI04065,Affidavit from Nebraska,memorabilia,wattles investigation,,,3,"Nebraska Affidavits; Wattles, Gurdon W. - Aspersions on character; Commercial State Bank, Neligh NE; Rochester Loan & Banking Co. 2 sheets previously folded in quarters with legal envelope.  Notarized document.",,1898-02-11,11 February 1898,typescript,8 x 13 in.,"Allder, Charles R.",Gurdon W. Wattles,Omaha Public Library
TMI04066,Affidavit from Nebraska,memorabilia,wattles investigation,,,3,"Aspersions on character; Nebraska Affidavits. Notarized document with booklet attachment. James H. Macomber attests to character of Gurdon W. Wattles and . References various court cases; Commercial State Bank, Neligh NE; Commercial State Bank of Neligh,  Ne vs. County of Antelope, NE. 2 sheets previously folded in quarters; 13 sheet attachment previously folded in half.",,1898-08-01,1 August 1898,typescript; printed attachment,7 15/16 x 12 15/16 in.,"Macomber, James H.",Gurdon W. Wattles,Omaha Public Library
TMI04067,Affidavit from Nebraska,memorabilia,wattles investigation,,,2,"Aspersions on character; Nebraska Affidavits. Notarized document authored by E.P. Holmes. Attests to character of Gurdon W. Wattles. Refereces Frederick Planner, Frederick. 1 copy previously folded in quarters with blue cover.  ",,1897-11-26,26 November 1898,typescript,8 7/16 x 13 in.,"Holmes, E. P.",Gurdon W. Wattles,Omaha Public Library
TMI04068,Affidavit from Nebraska,memorabilia,wattles investigation,,,2,Aspersions on character; Nebraska Affidavits. Notarized document authored Frederick Planner. Describes land settlement with Gurdon W. Wattles. 2 sheets previously folded in quarters.,,1897-11-29,29 November 1897,typescript,8 1/2 x 13 in.,"Planner, Frederick",Gurdon W. Wattles,Omaha Public Library
TMI04069,Letter from Samuel Wallace,memorabilia,wattles investigation,,,,Aspersions on character. Notarized document authored by Sumner Wallace. References Rochester Loan & Banking Co. in light of the character of Gurdon W. Wattles. 1 sheet previously folded in eighths.,,1897-11-29,29 November 1897,manuscript,10 1/2 x 15 7/8 in.,"Wallace, Sumner",Gurdon W. Wattles,Omaha Public Library
TMI04070,Letter from Samuel Wallace,memorabilia,wattles investigation,,,3,Aspersions on character. Letter to Gurdon W. Wattles from Sumner Wallace of the Rochester Loan & Banking Co. References Martin White Detective Agency. 3 sheets previously folded in thirds.,,1898-01-04,4 January 1898,manuscript,5 3/4 x 9 3/16 in.,"Wallace, Sumner",Gurdon W. Wattles,Omaha Public Library
TMI04071,Letter from Samuel Wallace,memorabilia,wattles investigation,,,3,Aspersions on character. Letter to Gurdon W. Wattles from Sumner Wallace of the Rochester Loan & Banking Co. References Edward Rosewater. 3 sheets previously folded in thirds.,,1898-03-17,17 March 1898,manuscript,5 3/4 x 9 3/16 in.,"Wallace, Sumner",Gurdon W. Wattles,Omaha Public Library
TMI04072,Letter from Samuel Wallace,memorabilia,wattles investigation,,,2,Aspersions on character. Letter to Herman Kountze from Wallace Sumner of the Rochester Loan & Banking Co. References chater of Gurdon W. Wattles. 2 sheets previously folded in sixths.,,1897-11-19,19 November 1897,manuscript,5 3/4 x 9 3/16 in.,"Wallace, Sumner",Gurdon W. Wattles,Omaha Public Library
TMI04073,Letter from Martin White,memorabilia,wattles investigation,,,2,Aspersions on character. Letter to Rochester Loan & Banking Co. from Martin White Detective Agency regarding business dealings with Gurdon W. Wattles. 2 sheets previously folded in sixths.,,1897-12-28,28 December 1897,manuscript,8 x 10 3/4 in.,Martin White Detective Agency,Gurdon W. Wattles,Omaha Public Library
TMI04074,Letter from John L. Copp,memorabilia,wattles investigation,,,,Aspersions on character. Letter from John L. Copp of Rochester Loan & Banking Co. to Martin White Detective Agency regarding business dealings with Gurdon W. Wattles. 1 sheet previously folded in sixths.,,1898-01-03,3 January 1898,typescript,8 15/16 x 10 13/16 in.,"Copp, John L.",Gurdon W. Wattles,Omaha Public Library
TMI04075,Letter from G. A. Kentner,memorabilia,wattles investigation,,,3,Aspersions on character. Letter to Rochester Loan & Banking Co. from O. A. Kentner. Regarding investigation of Gurdon W. Wattles by Edward Rosewater. 3 sheets previously folded in sixths.,,1898-03-12,12 March 1898,manuscript,8 5/16 x 10 13/16 in.,"Kentner, O. A.",Gurdon W. Wattles,Omaha Public Library
TMI04076,Letter Regarding Character of Gurdon W. Wattles,memorabilia,wattles investigation,,,,Aspersions on character. Letter to A. O. Kenter from S. D. Wentworth of the Rochester Loan & Banking Co. regarding character of Gurdon W. Wattles. 1 sheet previously folded in thirds. ,,1898-03-18,18 March 1898,manuscript,8 7/8 x 5 7/8 in.,"Wentworth, S. D.",Gurdon W. Wattles,Omaha Public Library
TMI04077,Letter from G. W. Wentworth,memorabilia,wattles investigation,,,,Aspersions on character. Letter to G. W. Wattles  from S. D. Wentworth of Rochester Loan & Banking Co. Letter from A. O. Kenter regarding Wattles' character enclosed. 1 sheet previously folded in thirds.,,1898-03-19,19 March 1898,manuscript,5 3/4 x 9 in.,"Wentworth, S. D.",Gurdon W. Wattles,Omaha Public Library
TMI04078,Letter from O. A. Kentner,memorabilia,wattles investigation,,,3,Aspersions on character. Copy of letter from A. O. Kentner to S. D. Wentworth of Rochester Loan & Banking Co. regarding character of Gurdon W. Wattles. 2 sheets previously folded in thirds.,,1898-03-12,12 March 1898,manuscript,5 3/4 x 9 1/2 in.,"Kentner, O. A.",Gurdon W. Wattles,Omaha Public Library
TMI04079,Letter from I. Salinger,memorabilia,wattles investigation,,,,"Aspersions on character. Letter. Rochester Loan & Banking Co.; Wattles, Gurdon W.1 page previously folded in thirds.",,,,manuscript,5 3/4 x 9 3/8 in.,"Salinger, I.",Gurdon W. Wattles,Omaha Public Library
TMI04080,Letter from I. Salinger,memorabilia,wattles investigation,,,2,Aspersions on character. Letter to Gurdon W. Wattles from I. Salinger of Rochester N. H. Encloses letter from O. A. Kentner. 2 sheets previously folded in thirds. ,,1898-03-21,21 March 1898,manuscript,9 1/2 x 5 3/4 in.,"Salinger, I.",Gurdon W. Wattles,Omaha Public Library
TMI04081,Letter from W. E. Chandler,memorabilia,wattles investigation,,,,Aspersions on character. Letter to C. F. Manderson from E. W. Chandler of the U.S. Senate in regards to character of Gurdon W. Wattles. References Rochester Loan & Banking Co. 1 sheet previously folded in twelfths.,,1897-12-31,31 December 1897,typescript,8 x 10 in.,"Chandler, W. E.",Gurdon W. Wattles,Omaha Public Library
TMI04082,Affidavit,memorabilia,wattles investigation,,,,Aspersions on character. Notarized document authored by George E. Wallace of the Rochester Loan & Banking Co. attesting to character of Gurdon W. Wattles. 1 sheet previously folded in eighths.,,1897-12-02,2 December 1897,typescript,7 15/16 x 12 7/8 in.,"Wallace, George E.",Gurdon W. Wattles,Omaha Public Library
TMI04083,Thank you for Complimentary Passes from Edith M. E. Reed ,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half. Notecard.,,1900-05-31,31 May 1900,manuscript,4 13/16 x 6 3/8 in.,"Reed, Edith M. E.",,Omaha Public Library
TMI04084,Opening Exercise RSVP from Mr. Bell,memorabilia,invitations,,,2,Opening Day Invitations. 1 sheet previously folded in half. Notecard.,,1900-05-16,16 May 1900,manuscript,4 7/16 x 6 7/8 in.,"Bell, Mabel Gardner",,Omaha Public Library
TMI04085,Thank you for Complimentary Passes from J.B. McDowell,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half; ink badly faded. Notecard.,,1898-06-03,3 June 1898,manuscript,4 3/8 x 6 11/16 in.,"McDowell, Mrs. J. B.",,Omaha Public Library
TMI04086,RSVP from Henry Bingham,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half. Notecard. ,,1898-05-14,14 May 1898,manuscript,4 13/16 x 8 in.,"Bingham, Henry H.",,Omaha Public Library
TMI04087,RSVP from Joseph M. Carey,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half. Notecard.,,1898-05-28,28 May 1898,manuscript,4 7/8 x 7 15/16 in.,"Carey, Joseph M.",,Omaha Public Library
TMI04088,RSVP from Columbia University President,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half. Notecard.,,1900-24-05,24 May 1900,manuscript,5 x 6 5/16 in.,,,Omaha Public Library
TMI04089,RSVP from the Art Club of Philadelphia,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in thirds. Notecard.,,1898-06-01,1 June 1898,manuscript,4 7/16  x 6 3/4 in.,"Baugh, David",,Omaha Public Library
TMI04090,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half. Notecard.,,1898-05-30,30 May 1898,manuscript,4 15/16 x 7 7/8 in.,"Buchanan, J. R.",,Omaha Public Library
TMI04091,Opening Exercises RSVP,memorabilia,invitations,,,2,Opening Day Invitations. 1 sheet previously folded in quarters. Notecard.,,1898-05-21,21 May 1898,manuscript,manuscript,"Ward, Frances",,Omaha Public Library
TMI04092,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half. Notecard.,,1900-05-13,13 May 1898,manuscript,4 15/16 x 7 7/8 in.,"Bishop, Edward R.",,Omaha Public Library
TMI04093,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in half; ink badly faded. Notecard.,,1898-05-31,31 May 1898,manuscript,3 7/8 x 6 1/16 in.,"Pick, Mary E.",,Omaha Public Library
TMI04094,Opening Exercises RSVP,memorabilia,invitations,,,,"Opening Day Invitations. 1 sheet previously folded in thirds, ink faded. Notecard.",,1898-06-01,1 June 1898,manuscript,5 3/4 x 8 15/16 in.,"Gambler, Lucinda W.",,Omaha Public Library
TMI04095,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in sixths. Notecard.,,1898-05-31,31 May 1898,manuscript,10 1/4 x 7 3/4 in.,"Fyffe, Harriet A.",,Omaha Public Library
TMI04096,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in sixths. Letter.,,1898-09-05,5 September 1898,typescript,7 7/8 x 9 15/16 in.,"Reed, T. B.",,Omaha Public Library
TMI04097,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in sixths.  Letter.,,1898-05-27,27 May 1898,typescript,8 7/16 x 10 15/16 in.,"Killebrew, J. B.",,Omaha Public Library
TMI04098,Opening Exercises RSVP,memorabilia,invitations,,,,Opening Day Invitations. 1 sheet previously folded in sixths.  Letter.,,1898-05-30,30 May 1898,typescript,8 7/16 x 11 1/8 in.,"Sargent, Thomas A.",,Omaha Public Library
